,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
117,6,2,67.0,74.0,-7.0,0,1,0.0
118,8,2,67.0,68.0,-1.0,1,1,1.0
119,9,2,67.0,69.0,-2.0,1,0,1.0
120,10,2,67.0,69.0,-2.0,0,0,0.0
121,11,2,67.0,72.0,-5.0,0,0,0.0
122,12,2,67.0,67.0,0.0,1,1,0.0
123,13,2,67.0,65.0,2.0,0,1,1.0
124,14,2,67.0,69.0,-2.0,1,0,1.0
125,15,2,67.0,70.0,-3.0,1,1,0.0
126,16,2,67.0,74.0,-7.0,1,0,1.0
127,17,2,67.0,73.0,-6.0,1,0,0.0
128,19,2,67.0,76.0,-9.0,0,0,0.0
129,21,2,67.0,72.0,-5.0,1,0,0.0
130,22,2,67.0,71.0,-4.0,1,1,0.0
131,23,2,67.0,71.0,-4.0,1,0,1.0
132,24,1,56.0,71.0,-15.0,0,1,0.0
133,25,2,56.0,70.0,-14.0,1,1,1.0
134,26,2,56.0,70.0,-14.0,0,1,1.0
135,27,2,56.0,68.0,-12.0,0,0,1.0
136,28,2,56.0,64.0,-8.0,1,0,0.0
137,29,2,56.0,60.0,-4.0,0,0,0.0
138,30,2,56.0,54.0,2.0,1,1,0.0
139,31,2,56.0,56.0,0.0,1,1,1.0
140,32,2,56.0,56.0,0.0,0,1,1.0
141,33,2,56.0,57.0,-1.0,1,1,1.0
142,34,1,58.0,57.0,1.0,0,0,1.0
143,35,2,58.0,51.0,7.0,0,0,0.0
144,36,1,63.0,51.0,12.0,0,0,0.0
145,37,1,66.0,51.0,15.0,1,0,0.0
146,38,2,66.0,56.0,10.0,1,1,0.0
147,39,2,66.0,53.0,13.0,0,0,1.0
