,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
115,9,1,67.0,35.0,32.0,1,0,1.0
116,10,1,66.0,35.0,31.0,1,0,0.0
117,11,1,67.0,35.0,32.0,0,0,0.0
118,12,1,62.0,35.0,27.0,0,0,0.0
119,13,1,59.0,35.0,24.0,1,1,0.0
120,14,1,60.0,35.0,25.0,0,1,1.0
121,15,1,59.0,35.0,24.0,1,0,1.0
122,16,1,57.0,35.0,22.0,1,1,0.0
123,17,1,58.0,35.0,23.0,1,0,1.0
124,19,1,52.0,35.0,17.0,1,0,0.0
125,20,1,51.0,35.0,16.0,1,0,0.0
126,21,1,54.0,35.0,19.0,0,0,0.0
127,22,1,54.0,35.0,19.0,0,1,0.0
128,23,1,52.0,35.0,17.0,1,0,1.0
129,24,1,56.0,35.0,21.0,1,1,0.0
130,25,1,57.0,35.0,22.0,1,1,1.0
131,26,1,54.0,35.0,19.0,1,0,1.0
132,27,1,54.0,35.0,19.0,0,0,0.0
133,28,1,54.0,35.0,19.0,0,1,0.0
134,30,1,51.0,35.0,16.0,1,1,1.0
135,31,1,55.0,35.0,20.0,0,0,1.0
136,32,1,56.0,35.0,21.0,0,0,0.0
137,33,1,57.0,35.0,22.0,0,1,0.0
138,34,1,58.0,35.0,23.0,1,1,1.0
139,35,1,61.0,35.0,26.0,0,1,1.0
140,36,1,63.0,35.0,28.0,1,0,1.0
141,37,1,66.0,35.0,31.0,0,1,0.0
142,38,1,70.0,35.0,35.0,0,1,1.0
