,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
53,19,1,67.0,66.0,1.0,0,1,1.0
54,20,1,63.0,66.0,-3.0,1,1,1.0
55,21,1,65.0,66.0,-1.0,0,0,1.0
56,22,2,65.0,60.0,5.0,0,0,0.0
57,23,1,63.0,60.0,3.0,1,0,0.0
58,24,1,62.0,60.0,2.0,0,1,0.0
59,26,2,62.0,63.0,-1.0,1,0,1.0
60,27,1,63.0,63.0,0.0,1,1,0.0
61,28,2,63.0,58.0,5.0,1,1,1.0
62,29,1,67.0,58.0,9.0,1,0,1.0
63,30,1,72.0,58.0,14.0,0,0,0.0
64,31,2,72.0,64.0,8.0,0,0,0.0
65,32,2,72.0,69.0,3.0,1,0,0.0
66,33,1,75.0,69.0,6.0,0,1,0.0
67,34,1,77.0,69.0,8.0,0,0,1.0
68,35,1,77.0,69.0,8.0,0,1,0.0
69,36,2,77.0,62.0,15.0,1,0,1.0
70,37,1,75.0,62.0,13.0,0,1,0.0
71,0,1,71.0,62.0,9.0,1,0,1.0
72,1,1,73.0,62.0,11.0,0,1,0.0
73,2,1,76.0,62.0,14.0,0,1,1.0
74,3,1,78.0,62.0,16.0,1,1,1.0
75,4,1,74.0,62.0,12.0,1,1,1.0
76,5,1,71.0,62.0,9.0,1,0,1.0
77,6,1,73.0,62.0,11.0,0,0,0.0
78,7,1,77.0,62.0,15.0,1,1,0.0
79,8,1,71.0,62.0,9.0,0,0,1.0
80,9,2,71.0,57.0,14.0,0,1,0.0
81,10,2,71.0,56.0,15.0,1,0,1.0
82,11,1,77.0,56.0,21.0,0,0,0.0
83,12,1,79.0,56.0,23.0,1,1,0.0
84,13,1,81.0,56.0,25.0,0,1,1.0
85,14,2,81.0,53.0,28.0,0,1,1.0
86,15,2,81.0,53.0,28.0,0,1,1.0
87,16,1,86.0,53.0,33.0,0,0,1.0
88,17,1,85.0,53.0,32.0,0,1,0.0
89,18,1,86.0,53.0,33.0,0,0,1.0
90,20,1,86.0,53.0,33.0,0,0,0.0
91,22,2,86.0,44.0,42.0,1,1,0.0
92,23,1,87.0,44.0,43.0,0,1,1.0
93,25,2,87.0,47.0,40.0,0,0,1.0
94,26,2,87.0,45.0,42.0,1,0,0.0
95,27,1,80.0,45.0,35.0,1,0,0.0
96,28,2,80.0,46.0,34.0,1,1,0.0
97,29,2,80.0,51.0,29.0,1,0,1.0
98,30,2,80.0,48.0,32.0,0,0,0.0
99,31,2,80.0,46.0,34.0,0,1,0.0
100,32,1,69.0,46.0,23.0,1,0,1.0
101,34,1,75.0,46.0,29.0,1,0,0.0
102,35,1,74.0,46.0,28.0,1,1,0.0
103,36,2,74.0,55.0,19.0,0,0,1.0
104,37,2,74.0,52.0,22.0,0,0,0.0
105,39,1,69.0,52.0,17.0,1,1,0.0
106,0,1,70.0,52.0,18.0,0,1,1.0
107,1,1,69.0,52.0,17.0,0,0,1.0
108,2,2,69.0,51.0,18.0,1,0,0.0
109,3,2,69.0,49.0,20.0,1,1,0.0
110,4,2,69.0,47.0,22.0,1,1,1.0
111,5,1,85.0,47.0,38.0,0,1,1.0
112,6,2,85.0,47.0,38.0,0,0,1.0
113,7,1,83.0,47.0,36.0,0,1,0.0
114,8,2,83.0,43.0,40.0,1,0,1.0
115,10,2,83.0,48.0,35.0,0,0,0.0
116,11,1,83.0,48.0,35.0,1,0,0.0
117,12,1,86.0,48.0,38.0,0,1,0.0
118,13,2,86.0,44.0,42.0,1,1,1.0
119,14,1,81.0,44.0,37.0,0,0,1.0
120,15,1,77.0,44.0,33.0,1,1,0.0
121,16,2,77.0,35.0,42.0,1,0,1.0
122,17,1,74.0,35.0,39.0,1,1,0.0
123,18,2,74.0,35.0,39.0,1,1,1.0
124,19,1,78.0,35.0,43.0,1,0,1.0
125,20,1,74.0,35.0,39.0,1,0,0.0
126,21,1,71.0,35.0,36.0,0,0,0.0
127,22,1,73.0,35.0,38.0,1,1,0.0
128,23,2,73.0,41.0,32.0,1,0,1.0
129,24,1,70.0,41.0,29.0,1,0,0.0
130,25,2,70.0,45.0,25.0,0,1,0.0
131,26,2,70.0,43.0,27.0,1,1,1.0
132,27,1,78.0,43.0,35.0,1,0,1.0
133,28,2,78.0,44.0,34.0,0,1,0.0
134,29,1,73.0,44.0,29.0,0,0,1.0
135,30,1,71.0,44.0,27.0,0,1,0.0
136,33,1,69.0,44.0,25.0,1,0,1.0
137,34,2,69.0,58.0,11.0,0,0,0.0
138,35,2,69.0,57.0,12.0,0,1,0.0
139,36,2,69.0,58.0,11.0,0,0,1.0
140,37,2,69.0,58.0,11.0,1,1,0.0
141,38,2,69.0,56.0,13.0,0,1,1.0
142,39,2,69.0,58.0,11.0,0,0,1.0
